0.096123,0.094841,0.094841,0.096123,0
0.094841,0.094841,0.096123,0.096123,0
0.094841,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.098686,0
0.096123,0.096123,0.098686,0.096123,0
0.096123,0.098686,0.096123,0.097405,0
0.098686,0.096123,0.097405,0.094841,0
0.096123,0.097405,0.094841,0.098686,0
0.097405,0.094841,0.098686,0.098686,0
0.094841,0.098686,0.098686,0.096123,0
0.098686,0.098686,0.096123,0.094841,0
0.098686,0.096123,0.094841,0.094841,0
0.096123,0.094841,0.094841,0.096123,0
0.094841,0.094841,0.096123,0.096123,0
0.094841,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.096123,0
0.096123,0.097405,0.096123,0.094841,0
0.097405,0.096123,0.094841,0.097405,0
0.096123,0.094841,0.097405,0.094841,0
0.094841,0.097405,0.094841,0.096123,0
0.097405,0.094841,0.096123,0.096123,0
0.094841,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.094841,0
0.097405,0.096123,0.094841,0.097405,0
0.096123,0.094841,0.097405,0.099968,0
0.094841,0.097405,0.099968,0.096123,0
0.097405,0.099968,0.096123,0.096123,0
0.099968,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.099968,0
0.097405,0.096123,0.099968,0.097405,0
0.096123,0.099968,0.097405,0.098686,0
0.099968,0.097405,0.098686,0.096123,0
0.097405,0.098686,0.096123,0.096123,0
0.098686,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.096123,0
0.097405,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.096123,0
0.096123,0.097405,0.096123,0.097405,0
0.097405,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.096123,0
0.097405,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.096123,0
0.097405,0.096123,0.096123,0.096123,0
0.096123,0.096123,0.096123,0.098686,0
0.096123,0.096123,0.098686,0.097405,0
0.096123,0.098686,0.097405,0.098686,0
0.098686,0.097405,0.098686,0.096123,0
0.097405,0.098686,0.096123,0.097405,0
0.098686,0.096123,0.097405,0.096123,0
0.096123,0.097405,0.096123,0.097405,0
0.097405,0.096123,0.097405,0.096123,0
0.096123,0.097405,0.096123,0.097405,0
0.097405,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.097405,0
0.097405,0.098686,0.097405,0.097405,0
0.098686,0.097405,0.097405,0.096123,0
0.097405,0.097405,0.096123,0.096123,0
0.097405,0.096123,0.096123,0.097405,0
0.096123,0.096123,0.097405,0.097405,0
0.096123,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.099968,0
0.097405,0.097405,0.099968,0.098686,0
0.097405,0.099968,0.098686,0.097405,0
0.099968,0.098686,0.097405,0.097405,0
0.098686,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.097405,0
0.097405,0.098686,0.097405,0.097405,0
0.098686,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.099968,0
0.097405,0.098686,0.099968,0.097405,0
0.098686,0.099968,0.097405,0.097405,0
0.099968,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.097405,0
0.097405,0.098686,0.097405,0.098686,0
0.098686,0.097405,0.098686,0.098686,0
0.097405,0.098686,0.098686,0.097405,0
0.098686,0.098686,0.097405,0.097405,0
0.098686,0.097405,0.097405,0.099968,0
0.097405,0.097405,0.099968,0.097405,0
0.097405,0.099968,0.097405,0.098686,0
0.099968,0.097405,0.098686,0.098686,0
0.097405,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.097405,0
0.098686,0.098686,0.097405,0.099968,0
0.098686,0.097405,0.099968,0.097405,0
0.097405,0.099968,0.097405,0.10125,0
0.099968,0.097405,0.10125,0.097405,0
0.097405,0.10125,0.097405,0.098686,0
0.10125,0.097405,0.098686,0.10125,0
0.097405,0.098686,0.10125,0.097405,0
0.098686,0.10125,0.097405,0.097405,0
0.10125,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.098686,0
0.097405,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.10381,0
0.098686,0.098686,0.10381,0.098686,0
0.098686,0.10381,0.098686,0.097405,0
0.10381,0.098686,0.097405,0.097405,0
0.098686,0.097405,0.097405,0.097405,0
0.097405,0.097405,0.097405,0.098686,0
0.097405,0.097405,0.098686,0.098686,0
0.097405,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.097405,0
0.098686,0.098686,0.097405,0.098686,0
0.098686,0.097405,0.098686,0.099968,0
0.097405,0.098686,0.099968,0.098686,0
0.098686,0.099968,0.098686,0.099968,0
0.099968,0.098686,0.099968,0.098686,0
0.098686,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.099968,0
0.098686,0.098686,0.099968,0.097405,0
0.098686,0.099968,0.097405,0.098686,0
0.099968,0.097405,0.098686,0.099968,0
0.097405,0.098686,0.099968,0.099968,0
0.098686,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.097405,0
0.099968,0.098686,0.097405,0.098686,0
0.098686,0.097405,0.098686,0.098686,0
0.097405,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.097405,0
0.098686,0.098686,0.097405,0.099968,0
0.098686,0.097405,0.099968,0.099968,0
0.097405,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.10253,0
0.098686,0.098686,0.10253,0.099968,0
0.098686,0.10253,0.099968,0.098686,0
0.10253,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.099968,0
0.098686,0.098686,0.099968,0.10125,0
0.098686,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.098686,0
0.10125,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.099968,0
0.098686,0.098686,0.099968,0.099968,0
0.098686,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.098686,0
0.10125,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.10253,0
0.098686,0.098686,0.10253,0.098686,0
0.098686,0.10253,0.098686,0.099968,0
0.10253,0.098686,0.099968,0.098686,0
0.098686,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.099968,0
0.098686,0.098686,0.099968,0.098686,0
0.098686,0.099968,0.098686,0.099968,0
0.099968,0.098686,0.099968,0.099968,0
0.098686,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.10125,0
0.098686,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.10253,0
0.099968,0.098686,0.10253,0.099968,0
0.098686,0.10253,0.099968,0.099968,0
0.10253,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.098686,0
0.099968,0.098686,0.098686,0.10125,0
0.098686,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.099968,0
0.099968,0.098686,0.099968,0.099968,0
0.098686,0.099968,0.099968,0.10253,0
0.099968,0.099968,0.10253,0.099968,0
0.099968,0.10253,0.099968,0.099968,0
0.10253,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.098686,0
0.10125,0.098686,0.098686,0.098686,0
0.098686,0.098686,0.098686,0.099968,0
0.098686,0.098686,0.099968,0.099968,0
0.098686,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.099968,0
0.099968,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.099968,0
0.099968,0.098686,0.099968,0.10125,0
0.098686,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.10125,0
0.10125,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.10125,0
0.10125,0.099968,0.10125,0.099968,0
0.099968,0.10125,0.099968,0.10253,0
0.10125,0.099968,0.10253,0.099968,0
0.099968,0.10253,0.099968,0.10125,0
0.10253,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.10125,0
0.10125,0.098686,0.10125,0.10125,0
0.098686,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.098686,0
0.099968,0.099968,0.098686,0.10125,0
0.099968,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10253,0
0.099968,0.099968,0.10253,0.10125,0
0.099968,0.10253,0.10125,0.098686,0
0.10253,0.10125,0.098686,0.10125,0
0.10125,0.098686,0.10125,0.10125,0
0.098686,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.098686,0
0.10125,0.10125,0.098686,0.10125,0
0.10125,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.10125,0
0.10125,0.099968,0.10125,0.099968,0
0.099968,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10381,0
0.099968,0.099968,0.10381,0.10125,0
0.099968,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.099968,0
0.10125,0.10253,0.099968,0.099968,0
0.10253,0.099968,0.099968,0.10381,0
0.099968,0.099968,0.10381,0.099968,0
0.099968,0.10381,0.099968,0.10125,0
0.10381,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.098686,0
0.099968,0.10125,0.098686,0.10125,0
0.10125,0.098686,0.10125,0.10125,0
0.098686,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.10253,0
0.099968,0.099968,0.10253,0.099968,0
0.099968,0.10253,0.099968,0.10125,0
0.10253,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.098686,0
0.10125,0.099968,0.098686,0.10125,0
0.099968,0.098686,0.10125,0.099968,0
0.098686,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.097405,0
0.10125,0.099968,0.097405,0.10125,0
0.099968,0.097405,0.10125,0.10125,0
0.097405,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.099968,0
0.099968,0.10125,0.099968,0.10125,0
0.10125,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.10125,0
0.10125,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10381,0
0.099968,0.099968,0.10381,0.10125,0
0.099968,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.099968,0
0.099968,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.099968,0
0.099968,0.099968,0.099968,0.10253,0
0.099968,0.099968,0.10253,0.10125,0
0.099968,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.10125,0
0.099968,0.099968,0.10125,0.10509,0
0.099968,0.10125,0.10509,0.10125,0
0.10125,0.10509,0.10125,0.10125,0
0.10509,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.099968,0
0.10253,0.10253,0.099968,0.10125,0
0.10253,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.099968,0
0.10125,0.099968,0.099968,0.10381,0
0.099968,0.099968,0.10381,0.10125,0
0.099968,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.10125,0
0.10125,0.099968,0.10125,0.10125,0
0.099968,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.099968,0
0.10125,0.10125,0.099968,0.10253,0
0.10125,0.099968,0.10253,0.10253,0
0.099968,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.099968,0
0.10125,0.10253,0.099968,0.10381,0
0.10253,0.099968,0.10381,0.10125,0
0.099968,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10381,0
0.10125,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10125,0
0.10381,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10381,0
0.10253,0.10125,0.10381,0.10125,0
0.10125,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.099968,0
0.10253,0.10253,0.099968,0.10253,0
0.10253,0.099968,0.10253,0.10125,0
0.099968,0.10253,0.10125,0.10381,0
0.10253,0.10125,0.10381,0.10125,0
0.10125,0.10381,0.10125,0.10125,0
0.10381,0.10125,0.10125,0.10381,0
0.10125,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10125,0
0.10381,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10638,0
0.10125,0.10125,0.10638,0.10125,0
0.10125,0.10638,0.10125,0.10125,0
0.10638,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10638,0
0.10125,0.10125,0.10638,0.10253,0
0.10125,0.10638,0.10253,0.10253,0
0.10638,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10509,0
0.10253,0.10253,0.10509,0.10125,0
0.10253,0.10509,0.10125,0.10253,0
0.10509,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10381,0
0.10125,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10125,0
0.10253,0.10381,0.10125,0.10253,0
0.10381,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10125,0
0.10253,0.10381,0.10125,0.10253,0
0.10381,0.10125,0.10253,0.10381,0
0.10125,0.10253,0.10381,0.10125,0
0.10253,0.10381,0.10125,0.10253,0
0.10381,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10638,0
0.10125,0.10125,0.10638,0.10253,0
0.10125,0.10638,0.10253,0.10253,0
0.10638,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10509,0
0.10253,0.10381,0.10509,0.10253,0
0.10381,0.10509,0.10253,0.10125,0
0.10509,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10381,0
0.10125,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10381,0
0.10253,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10381,0
0.10125,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10381,0
0.10125,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10125,0
0.10125,0.10253,0.10125,0.10381,0
0.10253,0.10125,0.10381,0.10253,0
0.10125,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10125,0
0.10253,0.10253,0.10125,0.10125,0
0.10253,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10509,0
0.10253,0.10381,0.10509,0.10125,0
0.10381,0.10509,0.10125,0.10125,0
0.10509,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10125,0
0.10125,0.10125,0.10125,0.10253,0
0.10125,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.099968,0
0.10253,0.10253,0.099968,0.10253,0
0.10253,0.099968,0.10253,0.10125,0
0.099968,0.10253,0.10125,0.10381,0
0.10253,0.10125,0.10381,0.10125,0
0.10125,0.10381,0.10125,0.10253,0
0.10381,0.10125,0.10253,0.10253,0
0.10125,0.10253,0.10253,0.10381,0
0.10253,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10125,0
0.10381,0.10253,0.10125,0.10253,0
0.10253,0.10125,0.10253,0.10509,0
0.10125,0.10253,0.10509,0.10381,0
0.10253,0.10509,0.10381,0.10253,0
0.10509,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10381,0
0.10253,0.10381,0.10381,0.10381,0
0.10381,0.10381,0.10381,0.10253,0
0.10381,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10381,0
0.10253,0.10381,0.10381,0.10253,0
0.10381,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.099968,0
0.10253,0.10253,0.099968,0.098686,0
0.10253,0.099968,0.098686,0.10381,0
0.099968,0.098686,0.10381,0.10381,0
0.098686,0.10381,0.10381,0.10381,0
0.10381,0.10381,0.10381,0.10381,0
0.10381,0.10381,0.10381,0.10253,0
0.10381,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10509,0
0.10253,0.10253,0.10509,0.10253,0
0.10253,0.10509,0.10253,0.10509,0
0.10509,0.10253,0.10509,0.10381,0
0.10253,0.10509,0.10381,0.10253,0
0.10509,0.10381,0.10253,0.10381,0
0.10381,0.10253,0.10381,0.10253,0
0.10253,0.10381,0.10253,0.10253,0
0.10381,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10253,0
0.10253,0.10253,0.10253,0.10381,0
